doc_num,consolidationyear,instrumentNumber,longtitle,modifiedyear,registrationyear,regulationmaker,topic 1,topic 2,overarching topic
doc_2365,2018,SOR/2012-247,Patented Medicine Prices Review Board Rules of Practice and Procedure,2012,2012,C.P.,legal,no topic,legal
doc_2367,2018,SOR/2002-253,Application of Regulations made under paragraph 33(1)(m) or (n) of the Northwest Territories Waters Act in Nunavut Order,2008,2002,,legal,water,legal
doc_2368,2018,SOR/2001-390,Form of Proxy (Banks and Bank Holding Companies) Regulations,2008,2001,P.C.,finance,no topic,finance
doc_2369,2018,SOR/2015-17,Hazardous Products Regulations,2015,2015,P.C.,hazardous chemicals,no topic,hazardous waste
doc_2370,2018,"C.R.C., c. 1185","Regulations Respecting Joint Use of Poles by Telephone, Telegraph and Electric Power Corporations",2005,NA,CANADIAN TRANSPORT COMMISSION,electric pole installation,no topic,election
doc_2371,2018,"C.R.C., c. 98",Regulations Respecting Zoning at the New Montreal International Airport (Mirabel),2012,NA,,airport,no topic,airport / aircrafts
doc_2374,2018,SOR/2001-384,Exemption from Restrictions on Investments (Cooperative Credit Associations) Regulations,2008,2001,P.C.,telecommunication,no topic,communication
doc_2377,2018,SOR/87-331,"Regulations Respecting Limits of Liability for Spills, Authorized Discharges and Debris Emanating or Originating from Work or Activity Related to the Exploration for or Production of Oil and Gas",NA,1987,P.C.,regional boundaries,ammonia/motor vehicle storage,regional boundaries
doc_2378,2018,SOR/2001-409,Name Use in Securities-related Transactions (Banks and Bank Holding Companies) Regulations,2005,2001,P.C.,banking/security,finance,bank / finance
doc_2382,2018,SOR/92-260,Regulations Permitting the Use of the Name of an Association in a Document in Connection with a Transaction Related to Securities,2008,1992,P.C.,airports,no topic,airport / aircrafts
doc_2383,2018,SOR/97-457,Copyright Regulations,2007,1997,P.C.,copyright/business,no topic,copyright
doc_2384,2018,SOR/2001-435,Total Assets for Public Holding Requirements (Trust and Loan Companies) Regulations,2008,2001,P.C.,corporations,no topic,corporations
doc_2385,2018,"C.R.C., c. 1152","Regulations Respecting the Design, Location, Construction, Operation and Maintenance of Stationary Bulk Storage Facilities for Liquefied Petroleum Gases",2011,NA,,petroleum,no topic,energy / pipeline / oil
doc_2386,2018,SOR/2002-284,Regulations Establishing a List of Entities,2005,2002,P.C.,regional boundaries,no topic,regional boundaries
doc_2387,2018,"C.R.C., c. 1146","Regulations Respecting the Design, Location, Construction, Operation and Maintenance of Stationary Bulk Storage Facilities for Anhydrous Ammonia",2011,NA,,ammonia/motor vehicle storage,no topic,automobile
doc_2388,2018,SOR/85-156,Order Respecting the Exemption of Goods that Originate in the People’s Republic of China from the Direct Shipment Condition,2011,1985,P.C.,banking/security,trade,bank / finance
doc_2390,2018,SOR/83-96,"Order Respecting the Remission of Income Tax in Respect of Certain Income of Individuals Earned in the Province of Quebec, 1982",2011,1983,P.C.,taxes,no topic,tax
doc_2393,2018,"C.R.C., c. 177",Regulations Respecting the Marketing in Interprovincial and Export Trade of Beans Produced in Ontario,2005,NA,,bean production,no topic,agriculture / food
doc_2394,2018,"C.R.C., c. 611",General Export Permit No. Ex. 1,2005,NA,,exports/marriage,no topic,exports
doc_2395,2018,SOR/2017-262,Critical Habitat of the North Atlantic Right Whale (Eubalaena glacialis) Order,2017,2017,,wildlife,no topic,wild life
doc_2396,2018,SOR/93-139b,"Regulations Respecting the Employment of Persons for One or More Specified Periods of Less Than Three Months Totalling Less Than Six Months in the Aggregate During Any Consecutive 12-Month Period in the Department of Public Works in the Clerical and Regulatory Group, the Secretarial, Stenographic, Typing Group, the Data Processing Group and the Office Equipment Group of the Administrative Support Category, in the General Labour and Trades Group, the General Services Group, the Heating, Power and Stationary Plant Operation Group and the Ships’ Crews Group of the Operational Category, in the Drafting and Illustration Group, the General Technical Group, the Engineering and Scientific Support Group, the Electronics Group, the Ships’ Officers Group and the Social Science Support Group of the Technical Category, in the Architecture and Town Planning Group and the Engineering and Land Survey Group of the Scientific and Professional Category During the Period Beginning on April 1, 1993 and Ending on December 31, 1993",2006,1993,P.C.,technical employment,no topic,equipment
doc_2397,2018,SOR/2008-185,American Consumption of Softwood Lumber Products Regulations,2008,2008,P.C.,lumber,no topic,commodities
doc_2398,2018,SOR/2003-73,"CIFTA Remission Order, 2003",2005,2003,P.C.,banking/security,no topic,bank / finance
doc_2400,2018,"C.R.C., c. 836",Notice Excepting Dogfish from the Operation of Section 29 of the Fisheries Act,2005,NA,,spouse insurance,no topic,insurance
doc_2402,2018,SOR/94-386,Regulations Respecting Zoning at Ross River Airport,2011,1994,P.C.,airport zoning,airport,airport / aircrafts
doc_2403,2018,SOR/92-314,Regulations Permitting Associations to Permit their Subsidiaries to Hold Shares of the Association,2008,1992,P.C.,airports,no topic,airport / aircrafts
doc_2405,2018,SOR/2018-146,Qualifications for Designation as Analyst Regulations (Cannabis),2018,2018,P.C.,united nation,no topic,united nation
doc_2406,2018,"C.R.C., c. 1026",Regulations Designating the Headquarters of the Canadian Livestock Feed Board,2005,NA,,legal,taxes,legal
doc_2408,2018,SOR/72-90,Regulations Respecting the Determination and Payment Out of the Foreign Claims Fund of Certain Claims Against the Government of the Socialist Republic of Romania and its Citizens,2006,1972,P.C.,lumber,no topic,commodities
doc_2409,2018,SOR/2015-165,Regulations Implementing the United Nations Resolution on South Sudan,2015,2015,P.C.,united nation,no topic,united nation
doc_2410,2018,SOR/92-328,Regulations Respecting the Disclosure by Companies of Charges Applicable to Deposit Accounts and Services,2008,1992,P.C.,legal,no topic,legal
doc_2412,2018,SOR/2018-152,United States Surtax Order (Steel and Aluminum),2018,2018,P.C.,banking/security,no topic,bank / finance
doc_2413,2018,SOR/79-555,Regulations Respecting the Form and Publication of Tariffs,2010,1979,,communications,no topic,communication
doc_2418,2018,"C.R.C., c. 1581",Regulations Respecting the Training of Pensioners,2005,NA,,pension,no topic,pension
doc_2419,2018,SOR/2007-17,Conditions for Exempted Persons Regulations,2007,2007,P.C.,lumber exports,no topic,exports
doc_2421,2018,SOR/2006-298,Virtual Elimination List,2008,2006,,imports,no topic,trade
doc_2422,2018,SOR/84-190,"Order Providing for the Fixing, Imposing and Collecting of Levies from Hog Producers in the Province of Alberta",2006,1984,,legal,pensions,legal
doc_2425,2018,SOR/2014-94,Rules of Procedure for Rail Level of Service Arbitration,2014,2014,,legal,no topic,legal
doc_2427,2018,SOR/2004-174,Air Canada Pension Plan Solvency Deficiency Funding Regulations,2010,2004,P.C.,pensions,no topic,pension
doc_2429,2018,SOR/2010-236,Exemption for Public Notices or Documents (Insurance Companies and Insurance Holding Companies) Regulations,2010,2010,P.C.,corporations,no topic,corporations
doc_2430,2018,SOR/2010-237,Exemption for Public Notices or Documents (Cooperative Credit Associations) Regulations,2010,2010,P.C.,legal,no topic,legal
doc_2432,2018,"C.R.C., c. 1225",Order Prescribing Terms and Conditions for the Transmission of Telegraph and Cable Messages,2005,NA,,transportation,no topic,transport
doc_2434,2018,SOR/2005-6,Quebec Sex Offender Information Registration Regulations,2011,2004,,police/security,no topic,police
doc_2436,2018,SOR/2014-95,Experimental Lakes Area Research Activities Regulations,2014,2014,,fishery/exports,no topic,exports
doc_2441,2018,SOR/2006-299,Civil Remedies (Banks and Bank Holding Companies) Regulations,2007,2006,P.C.,pension,no topic,pension
doc_2442,2018,SOR/2007-16,Softwood Lumber Products Export Allocations Regulations,2007,2007,P.C.,fishery/exports,no topic,exports
doc_2443,2018,SOR/2013-63,Reconsideration Request Regulations,2013,2013,P.C.,airport zoning,no topic,airport / aircrafts
doc_2444,2018,"C.R.C., c. 1594",Regulations Made Pursuant to the Veterans’ Land Act,2009,NA,,land sale,no topic,estate / land
doc_2446,2018,SOR/98-438,"Order Authorizing Federal Employees to Acquire Interests in Certain Lands in the Northwest Territories (Order No. 2, 1998)",2006,1998,P.C.,land sale,land,estate / land
doc_2447,2018,SOR/86-1049,Order Declaring Sections 53 to 65 of the Energy Administration Act To Be Non-Applicable in Respect of any Producer-Province,NA,1986,P.C.,technical employment,no topic,equipment
doc_2448,2018,SOR/2014-56,Order Declaring an Amnesty Period (2014),2014,2014,P.C.,firearms,no topic,firearms
doc_2452,2018,SOR/2005-399,Health Information Custodians in the Province of Ontario Exemption Order,2006,2005,P.C.,legal,healthcare,legal
doc_2453,2018,SOR/2015-164,"Policy Committees, Work Place Committees and Health and Safety Representatives Regulations",2015,2015,P.C.,health/employment,no topic,health
doc_2454,2018,SOR/72-91,Regulations Establishing the Treaty of Peace (Romania) Claims Fund and Authorizing Payments Out of the Fund,2016,1972,P.C.,foreign claims,no topic,foreign policy
doc_2456,2018,SOR/2018-153,United States Surtax Order (Other Goods),2018,2018,P.C.,banking/security,no topic,bank / finance
doc_2458,2018,SOR/2001-226,Certain Refractory Products Remission Order,2008,2001,P.C.,banking/security,telecommunication,bank / finance
doc_2460,2018,SOR/92-315,Regulations Permitting Companies to Permit their Subsidiaries to Hold Shares of the Company,2008,1992,P.C.,corporations,no topic,corporations
doc_2462,2018,SOR/92-301,Regulations Respecting the Operation of a System of Registration of Security Interests,2016,1992,P.C.,banking/security,no topic,bank / finance
doc_2463,2018,"C.R.C., c. 837",Notice Excepting Certain Roe Herring from the Operation of Section 29 of the Fisheries Act,2005,NA,,fishery,no topic,fishery
doc_2465,2018,SOR/88-148,Regulations Respecting Zoning at Toronto/Buttonville Airport,2011,1988,P.C.,airports,no topic,airport / aircrafts
doc_2466,2018,SOR/2003-72,"CCFTA Remission Order, 2003",2005,2003,P.C.,banking/security,no topic,bank / finance
doc_2470,2018,SOR/2007-277,First Nations Property Assessment and Taxation (Railway Rights-of-Way) Regulations,2008,2007,P.C.,land survey,no topic,estate / land
doc_2473,2018,SOR/2017-263,Critical Habitat of the Beluga Whale (Delphinapterus leucas) St. Lawrence Estuary Population Order,2017,2017,,legal,no topic,legal
doc_2476,2018,SOR/81-567,Regulations Respecting Zoning at Fort Smith Airport,2011,1981,P.C.,airport,no topic,airport / aircrafts
doc_2477,2018,SOR/78-223,By-law No. 3 of the Canadian Human Rights Commission,2011,1978,P.C.,spouse insurance,no topic,insurance
doc_2479,2018,SOR/90-774,Regulations Respecting the Application of Federal Laws and Laws of Newfoundland in the Newfoundland Offshore Area for the Purposes of the Hibernia Development Project Act,2008,1990,P.C.,finance/insurance,no topic,finance
doc_2481,2018,"C.R.C., c. 1147","Regulations Respecting the Design, Location, Construction, Operation and Maintenance of Chlorine Tank Car Unloading Facilities",2011,NA,,chlorine/exports,no topic,exports
doc_2482,2018,SOR/2001-420,Regulatory Capital (Bank Holding Companies) Regulations,2005,2001,P.C.,finance,finance/insurance,finance
doc_2485,2018,SOR/2001-434,Subsidiaries that Hold Insurance Holding Company Shares Regulations,2006,2001,P.C.,firearm authorization,no topic,firearms
doc_2487,2018,SOR/2014-217,CHFTA Rules of Origin Regulations,2014,2014,P.C.,firearm licensing,insurance/health,firearms
doc_2489,2018,SOR/66-506,Regulations Respecting the Settlement of Claims With Bulgaria,2005,1966,P.C.,mining,insurance,mining
doc_2491,2018,SOR/2001-408,Use of the Word “Bank” by Non-financial Businesses (Excluded Entities) Regulations,2005,2001,P.C.,finance,finance,finance
doc_2492,2018,SOR/2006-95,Order Declaring an Amnesty Period (2006),2006,2006,P.C.,firearm licensing,no topic,firearms
doc_2493,2018,SOR/94-581,Order Respecting the Privileges and Immunities in Canada of the International Maritime Satellite Organization (INMARSAT),2008,1994,P.C.,finance,no topic,finance
doc_2497,2018,SOR/2001-385,"Exemption from Restrictions on Investments (Insurance Companies, Insurance Holding Companies and Societies) Regulations",2008,2001,P.C.,insurance/health,no topic,insurance
doc_2498,2018,SOR/86-876,Regulations Prescribing the Terms and Conditions Subject to Which Goods Exported to Canada from any Country but that Pass in Transit Through Another Country Shall Be Deemed to Be Shipped Directly to Canada from the First Mentioned Country,2005,1986,P.C.,contraception,no topic,health
doc_2499,2018,"C.R.C., c. 770",Order Respecting the Remission of Income Tax to I.O.S. Ltd. and to Certain Other Taxpayers,2005,NA,,finance,trades,finance
doc_2501,2018,SOR/2006-104,Crown Corporations Involved in the Provision of Commercial Loans Environmental Assessment Regulations,2006,2006,P.C.,power,no topic,energy / pipeline / oil
doc_2504,2018,SOR/2015-16,"Order Fixing the Day for the Purposes of Section 144 of the Economic Action Plan 2014 Act, No. 1",2015,2015,P.C.,railways,no topic,railway
doc_2505,2018,SOR/2001-391,Information Processing Activities (Banks and Authorized Foreign Banks) Regulations,2005,2001,P.C.,finance,ocean/ships,finance
doc_2507,2018,SOR/94-556,Regulations Respecting Zoning at Red Lake Airport,2011,1994,P.C.,mining,no topic,mining
doc_2508,2018,SOR/2012-23,Negative Option Billing Regulations,2012,2012,P.C.,finance,no topic,finance
doc_2509,2018,"C.R.C., c. 758",Order Respecting the Remission of Customs Duties nn Dipropylacetic Acid also known as 2-Propylpentanoic Acid or its Sodium Salt,2005,NA,,finance/taxes,terrorism,finance
doc_2510,2018,SOR/89-207,Order Extending the Right To Be Given Access under Subsection 4(1) of the Access to Information Act to Records under the Control of a Government Institution,2011,1989,P.C.,railways,no topic,railway
doc_2515,2018,SOR/2011-99,Registered Products Regulations,2011,2011,P.C.,finance,no topic,finance
doc_2517,2018,SOR/2011-178,Promotion of Tobacco Products and Accessories Regulations (Prohibited Terms),2011,2011,P.C.,tobacco,no topic,tobacco
doc_2518,2018,SOR/93-264,Proclamation Designating Certain Countries as Designated States for Purposes of the Act,2015,1993,,legal,no topic,legal
doc_2519,2018,SOR/96-453,Alternative Fuels Regulations,2008,1996,T.B.,interprovincial exports,no topic,exports
doc_2520,2018,SOR/2016-84,Critical Habitat of the White Sturgeon (Acipenser transmontanus) Nechako River Population Order,2016,2016,,wildlife,no topic,wild life
doc_2521,2018,SOR/2007-115,Marine Personnel Regulations,2007,2007,P.C.,ocean/ships,no topic,ship / vessel
doc_2522,2018,SOR/2006-306,Distributing Trust and Loan Company Regulations,2007,2006,P.C.,clothing,no topic,apparel / textile
doc_2523,2018,SOR/2013-243,Ontario Grain Order,2014,2013,P.C.,chlorine/exports,no topic,exports
doc_2524,2018,"C.R.C., c. 1386",Regulations Respecting Regional Development Incentives,2005,NA,,mining,ocean/ships,mining
doc_2526,2018,SOR/2003-243,Exemption from Approval for Certain Investments in Intragroup Service Entities (Cooperative Credit Associations) Regulations,2008,2003,P.C.,finance,chlorine/exports,finance
doc_2528,2018,SOR/90-358,Order Authorizing the Canada Post Corporation to Procure the Incorporation of Canada Post Systems Management Limited,2008,1990,P.C.,mail,no topic,postal service
doc_2529,2018,SOR/2006-312,Insider Reports (Insurance Companies and Insurance Holding Companies) Regulations,2007,2006,P.C.,finance,no topic,finance
doc_2532,2018,SOR/86-490,Regulations Respecting Long-Term Borrowing by the Cree Bands and the Naskapi Band,2005,1986,P.C.,finance,no topic,finance
doc_2534,2018,SOR/88-216,Regulations Designating Certain Substances as Oil Products and Exempting Certain Kinds of Oil from the Operation of Certain Provisions of the National Energy Board Act,2009,1988,P.C.,energy,no topic,energy / pipeline / oil
doc_2536,2018,SOR/95-223,"Regulations Prescribing the Period to be Covered by Corporate Plans, the Time Within which Corporate Plans, Budgets or Amended Plans or Budgets shall be Submitted, the Information to be Included Therein and the Time Within which Summaries of Corporate Plans, Budgets or Amended Plans or Budgets are to be Laid Before Parliament",2006,1995,T.B.,ocean/ships,no topic,ship / vessel
doc_2538,2018,SOR/98-214,Importation and Exportation of Firearms Regulations (Businesses),2005,1998,P.C.,firearm authorization,no topic,firearms
doc_2540,2018,SOR/95-545,Regulations Respecting Zoning at Fort Resolution Airport,2011,1995,P.C.,airport,no topic,airport / aircrafts
doc_2541,2018,SOR/2017-103,Order Prohibiting the Issuance of Interests in Public Lands in the Northwest Territories (Central and Eastern Portions of the South Slave Region),2017,2017,P.C.,mining,land,mining
doc_2542,2018,"C.R.C., c. 1384","By-Law Regulating Vehicular Traffic upon the Victoria Jubilee Bridge, Montreal, and the Approaches Thereto (C.N.R. By-Law Number 27)",2005,NA,,firearm authorization,no topic,firearms
doc_2543,2018,SOR/2013-241,Saskatchewan Canaryseed Order,2014,2013,P.C.,free trade,no topic,trade
doc_2545,2018,SOR/2006-304,Distributing Cooperative Credit Association Regulations,2007,2006,P.C.,clothing,no topic,apparel / textile
doc_2546,2018,"C.R.C., c. 216","Order Providing for the Fixing, Imposing and Collecting of Levies from Certain Cream Producers in Ontario",2005,NA,,agriculture,no topic,agriculture / food
doc_2547,2018,SOR/2006-310,Insider Reports (Banks and Bank Holding Companies) Regulations,2007,2006,P.C.,finance,no topic,finance
doc_2548,2018,"C.R.C., c. 1390",Regulations Respecting Returned Soldiers’ Insurance,2005,NA,,insurance,no topic,insurance
doc_2550,2018,SOR/97-130,Regulations for Carrying into Effect the Provisions of the National Energy Board Act Respecting International Power Lines and the Exportation of Electricity,2011,1997,P.C.,power,no topic,energy / pipeline / oil
doc_2553,2018,SOR/93-272,"Order Respecting the Designation of the National Security Investigations Records, No. CMP/P-PU-025, as an Exempt Personal Information Bank",2008,1993,P.C.,finance,finance/taxes,finance
doc_2554,2018,SOR/95-153a,"Order Approving the Exclusion by the Public Service Commission, from the Operation of the Public Service Employment Act, of all Persons Appointed for a Specified Period on or after April 1, 1995 for the Purpose of Being Employed by Statistics Canada in the Clerical and Regulatory, Programme Administration, Administrative Services, Information Services and General Services Groups in Connection with Data Collection and Data Processing for the 1996 Census of Population, During the Period Beginning on April 1, 1995 and ending on March 31, 1997",2006,1995,P.C.,employment,no topic,employment
doc_2555,2018,SOR/2016-86,Critical Habitat of the White Sturgeon (Acipenser transmontanus) Kootenay River Population Order,2016,2016,,wildlife,no topic,wild life
doc_2556,2018,SOR/96-337,Railway Third Party Liability Insurance Coverage Regulations,2015,1996,P.C.,ocean/ships,railways,ship / vessel
doc_2558,2018,SOR/2018-83,Consumer Products Containing Lead Regulations,2018,2018,P.C.,contraception,no topic,health
doc_2560,2018,SOR/96-479,NAV CANADA Divestiture Regulations,2008,1996,T.B.,public service,no topic,public service
doc_2561,2018,SOR/88-599,Alberta Rules of Practice Respecting Applications and Hearings Concerning a Reduction in the Number of Years of Imprisonment Without Eligibility for Parole,2010,1988,,legal,no topic,legal
doc_2562,2018,SOR/90-399,Order Respecting the Accelerated Reduction or Removal of Certain Customs Duties Under the Customs Tariff as a Consequence of Concessions Granted Pursuant to the Canada-United States Free Trade Agreement,2010,1990,P.C.,finance/taxes,no topic,finance
doc_2567,2018,SOR/2008-79,E.S. Fox Limited Remission Order,2008,2008,P.C.,clothing,environment,apparel / textile
doc_2568,2018,SOR/90-164,Order Authorizing Nordion International Inc. to Acquire and Hold Shares of Cyberfluor Inc.,2008,1990,P.C.,parliament,no topic,parliament
doc_2569,2018,SOR/2012-278,Guidelines Respecting Control in Fact for the Purpose of Section 377.2 of the Bank Act,2012,2012,,finance,no topic,finance
doc_2570,2018,"C.R.C., c. 772",Order Granting Remission of Taxes Payable in Respect of Persons Involuntarily Retired from the Public Service,2005,NA,,public service,exports,public service
doc_2571,2018,SOR/2001-387,Factoring Entity Regulations,2006,2001,P.C.,finance,mail,finance
doc_2572,2018,SOR/2001-393,Investment Limits (Banks) Regulations,2005,2001,P.C.,finance,no topic,finance
doc_2573,2018,SOR/2015-14,"Order Fixing the Day for the Purposes of Sections 131, 132, 134, 136 and 137 of the Economic Action Plan 2014 Act, No. 1",2015,2015,P.C.,railways,no topic,railway
doc_2574,2018,SOR/90-158,Order Granting Authority to the British Columbia Hog Marketing Commission to Regulate the Marketing of Hogs Produced in British Columbia in Interprovincial and Export Trade,2005,1990,P.C.,interprovincial exports,no topic,exports
doc_2575,2018,SOR/2008-45,Exemption Regulations (Persons),2008,2008,P.C.,cannabis/police,imports/exports,cannabis / drugs
doc_2576,2018,SOR/92-263,Regulations Prescribing the Maximum Fee that an Assocition May Charge for a Security Certificate Issued in Respect of a Transfer,2008,1992,P.C.,security,no topic,security
doc_2577,2018,SOR/97-332,Certification of Origin of Goods Exported to a Free Trade Partner Regulations,NA,1997,P.C.,ocean/ships,free trade,ship / vessel
doc_2578,2018,SOR/2001-378,Equity of a Cooperative Credit Association Regulations,2008,2001,P.C.,insurance/health,no topic,insurance
doc_2579,2018,SOR/82-263,General Regulations Respecting the Control and Management of the National Historic Parks of Canada,2010,1982,P.C.,camping,no topic,environment
doc_2580,2018,"C.R.C., c. 799",Order Respecting the Remission of Sales Tax on Aircraft Temporarily Exported from Canada,2005,NA,,aircrafts,no topic,airport / aircrafts
doc_2581,2018,SOR/97-326,Regulations Exempting Goods of Chile from the Application of Anti-dumping Measures,2008,1997,P.C.,finance/taxes,agriculture,finance
doc_2582,2018,SOR/92-277,Regulations Respecting the Debt Obligations of Life Companies,2008,1992,P.C.,loans,no topic,loan
doc_2583,2018,"C.R.C., c. 1623","ORDER RESPECTING THE AWARD OF THE MEMORIAL CROSS TO MOTHERS AND WIDOWS OF SAILORS, SOLDIERS, AIRMEN, MERCHANT SEAMEN AND FIRE FIGHTERS—WORLD WAR II",2006,NA,,employment,no topic,employment
doc_2584,2018,SOR/2012-293,Haisla Nation Liquefied Natural Gas Facility Regulations,2013,2012,P.C.,land,no topic,estate / land
doc_2586,2018,SOR/2001-344,Saskatchewan Flax Order,2005,2001,P.C.,agriculture,no topic,agriculture / food
doc_2588,2018,"C.R.C., c. 1145","Regulations Respecting the Design, Location, Construction, Operation and Maintenance of Storage Facilities for Ammonium Nitrate and Ammonium Nitrate Mixed Fertilizers",2011,NA,CANADIAN TRANSPORT COMMISSION,chlorine/exports,mining,exports
doc_2590,2018,SOR/2000-143,Withdrawal of Entities Regulations,2006,2000,T.B.,public service,public service,public service
doc_2592,2018,SOR/2001-436,Total Assets for Supervisability and Public Holding Requirements (Banks and Bank Holding Companies) Regulations,2005,2001,P.C.,finance,insurance/health,finance
doc_2593,2018,SOR/85-627,Order Issuing a Direction to the Canadian Radio-Television and Telecommunications Commission Respecting Ineligibility to Hold Broadcasting Licences,2005,1985,P.C.,land,no topic,estate / land
doc_2594,2018,SOR/97-291,"Tailored Collar Shirts Remission Order, 1997",2006,1997,P.C.,clothing,no topic,apparel / textile
doc_2598,2018,SOR/95-169,Regulations Establishing the Public Service Early Retirement Compensation Arrangement,2008,1995,P.C.,public service,no topic,public service
doc_2599,2018,SOR/2008-186,Canada Disability Savings Regulations,2008,2008,P.C.,insurance,no topic,insurance
doc_2600,2018,"C.R.C., c. 606",Regulations Respecting Transhipment,2005,NA,,ocean/ships,imports/exports,ship / vessel
doc_2601,2018,"C.R.C., c. 612",General Export Permit No. Ex. 5,2005,NA,,ocean/ships,exports,ship / vessel
doc_2602,2018,SOR/93-139a,"Order Approving the Exclusion by the Public Service Commission from the Operation of the Public Service Employment Act, of All Persons Appointed on or After April 1, 1993, for One or More Specified Periods of Less Than Three Months Totalling Less Than Six Months in the Aggregate During Any Consecutive 12-Month Period for the Purpose of Being Employed in the Department of Public Works in the Clerical and Regulatory Group, the Secretarial, Stenographic, Typing Group, the Data Processing Group and the Office Equipment Group of the Administrative Support Category, in the General Labour and Trades Group, the General Services Group, the Heating, Power and Stationary Plant Operation Group and the Ships’ Crews Group of the Operational Category, in the Drafting and Illustration Group, the General Technical Group, the Engineering and Scientific Support Group, the Electronics Group, the Ships’ Officers Group and the Social Science Support Group of the Technical Category, in the Architecture and Town Planning Group and the Engineering and Land Survey Group of the Scientific and Professional Category During the Period Beginning on April 1, 1993 and Ending on December 31, 1993",2006,1993,P.C.,public service,no topic,public service
doc_2604,2018,SOR/2004-86,Edmonton Garrison Heliport Zoning Regulations,2011,2004,P.C.,airport,no topic,airport / aircrafts
doc_2606,2018,"C.R.C., c. 4",Regulations Respecting Air Cushion Vehicles,2005,NA,,exemptions,no topic,exemptions
doc_2607,2018,SOR/2018-151,Cannabis Act (Police Enforcement) Regulations,2018,2018,P.C.,cannabis/police,no topic,cannabis / drugs
doc_2608,2018,SOR/2018-145,Industrial Hemp Regulations,2018,2018,P.C.,ocean/ships,no topic,ship / vessel
doc_2609,2018,SOR/2011-230,Prescribed Entities and Classes of Mortgages and Hypothecs Regulations,2011,2011,C.P.,finance,energy,finance
doc_2612,2018,SOR/2003-309,Conference of American Armies Privileges and Immunities Order,2005,2003,P.C.,interprovincial exports,no topic,exports
doc_2613,2018,SOR/96-280,Federal Authorities Regulations,2006,1996,P.C.,mail,no topic,postal service
doc_2614,2018,SOR/2002-132,Entity Member of Group Regulations,2006,2002,P.C.,finance,finance,finance
doc_2615,2018,SOR/2014-68,Northwest Territories Mining Regulations,2014,2014,P.C.,mining,no topic,mining
doc_2616,2018,SOR/2009-197,Volatile Organic Compound (VOC) Concentration Limits for Automotive Refinishing Products Regulations,2009,2009,P.C.,contraception,no topic,health
doc_2617,2018,"C.R.C., c. 1596",Proclamation Designating Certain Countries as Designated States,2012,NA,,examination,no topic,examination
doc_2622,2018,SOR/93-306,Regulations Respecting Pension Protection for Designated Employees,2005,1993,P.C.,public service,airport,public service
doc_2623,2018,SOR/93-47,"Rules Governing the Activities of, and the Practice and Procedure in, the Adjudication Division of the Immigration and Refugee Board",2008,1993,P.C.,legal,no topic,legal
doc_2626,2018,SOR/95-380,"Regulations Prescribing Agricultural Goods in Respect of Any Country for the Purposes of Imposing a Safeguard Surtax, 1995-2",2008,1995,P.C.,finance/taxes,public service,finance
doc_2628,2018,SOR/2014-177,Disposal at Sea Permit Application Regulations,2014,2014,,mining,no topic,mining
doc_2629,2018,SOR/81-798,Order Dispensing with the Submission of a Proposed Amalgamation Agreement to the Shareholders of Iac Limited,2005,1981,P.C.,finance,no topic,finance
doc_2630,2018,SOR/2010-235,Exemption for Public Notices or Documents (Trust and Loan Companies) Regulations,2010,2010,P.C.,loans,no topic,loan
doc_2631,2018,"C.R.C., c. 1541","Order Withdrawing from Disposal, Setting Apart and Appropriating Certain Lands in the Northwest Territories for the Purpose of a National Park",2005,NA,,survey,no topic,survey
doc_2632,2018,SOR/2014-163,Regulations Implementing the United Nations Resolutions on the Central African Republic,2014,2014,P.C.,ocean/ships,finance,ship / vessel
doc_2635,2018,SOR/89-36,Order Removing the Customs Duties on Automotive Parts and Accessories Imported into Canada under an Agreement with the United States,2011,1988,P.C.,radiocommunication,no topic,communication
doc_2636,2018,SOR/2010-220,"Postage Meter Regulations, 2010",2010,2010,P.C.,lease,no topic,lease
doc_2637,2018,"C.R.C., c. 1540","Order Withdrawing from Disposal, Setting Apart and Appropriating Certain Lands in the Northwest Territories for the Purpose of a National Park",2005,NA,,boarders,no topic,boarders
doc_2640,2018,SOR/2014-176,Status of the Artist Act Procedural Regulations,2014,2014,,tarrifs,no topic,tariff
doc_2641,2018,SOR/2010-234,Policyholders Disclosure Regulations,2010,2010,P.C.,insurance,no topic,insurance
doc_2642,2018,SOR/92-100,Regulations Respecting Zoning at Igloolik Airport,2011,1992,P.C.,airport,airport,airport / aircrafts
doc_2644,2018,SOR/83-461,Order Prescribing the Fees to be Paid for an Advance Ruling Respecting the Entitlement to an Incentive under the Petroleum Incentives Program Act,2011,1983,,wood,no topic,wood production
doc_2646,2018,SOR/95-381,"Regulations Prescribing Agricultural Goods in Respect of any Country for the Purpose of Imposing a Safeguard Surtax, 1995-3",2008,1995,P.C.,energy,telecommunication,energy / pipeline / oil
doc_2647,2018,SOR/78-793,Order Respecting the Privileges and Immunities in Canada of the Food and Agriculture Organization (Fao),2005,1978,P.C.,land lease,no topic,estate / land
doc_2648,2018,SOR/86-524,Regulations Respecting the Provision of Loan Insurance in Atlantic Canada,2016,1986,P.C.,insurance,no topic,insurance
doc_2650,2018,SOR/95-418,Regulations Respecting Persons Authorized to Account for Casual Goods Released in Accordance with Subsection 32(4) of the Customs Act in Lieu of the Importer or Owner Thereof,2008,1995,P.C.,cannabis,medical/authorication,cannabis / drugs
